7.289999999999990621e+01 8.999999999999994316e+01 7.289999999999990621e+01 8.999999996624414678e+01
6.502322101808023547e+01 9.999999999726708211e+01 8.099997927869560499e+01 3.806595973330642835e+01
8.002162940757671095e+00 2.165800411984702412e-01 7.203320421390584727e+01 5.413095014810385130e-01
4.782961285681466279e+01 2.961944365731899254e+01 1.228097288108972451e-01 2.900211718144946360e+01
5.314348451068619283e+01 5.313296526020745603e+01 4.304062794473198750e+01 6.560999999999988574e+01
5.904899999999988580e+01 5.904899999999988580e+01 5.904899999999988580e+01 7.289999999999990621e+01
6.560999999999988574e+01 6.560999999999988574e+01 6.560999999999988574e+01 8.099999999999992895e+01
7.289999999999990621e+01 7.289999999999990621e+01 7.289999999999990621e+01 8.999999999999994316e+01
8.099999999999992895e+01 8.099999999999992895e+01 8.099999999999992895e+01 9.999999999999997158e+01
4.721407375513253513e-01 2.168008747048406626e-01 1.977445497718353096e-01 4.327855899259384076e-01
6.084088164501428864e-01 9.390369688227748313e+00 4.591444143901213248e-01 8.284638290994930099e-01
1.174609167449921010e+01 4.235004249608138593e-01 9.923202112390316909e-02 5.102236299800362929e+01
5.904899896613363097e+01 8.677570377791730127e-01 3.375065051651061054e+01 4.681292004216887648e+01
6.560999999999988574e+01 6.518920440903738234e-01 5.313158434125706719e+01 6.560906771971630747e+01
7.289986080022498527e+01 3.036044721587162210e-01 5.904875699749704410e+01 7.289999999999990621e+01
8.099999999999992895e+01 7.147978372864975949e-01 6.560999999999988574e+01 8.099999999999950262e+01
8.999999999999994316e+01 8.696883861444059116e-01 7.289999999388935237e+01 8.999674573958694168e+01
9.999953323277465245e+01 9.955278536585276949e-02 8.099984485464608497e+01 5.111584942684679334e+01
2.626258053807100090e-01 5.648159929475532470e-01 7.872781417913830637e+01 3.914801401633304367e-01
